id,split_1,split_2,split_3,is_teenager,num_segments,views,clicks,ctr
9009,B,A,B,1,14,58,0,0.0
9010,A,A,A,0,4,7,0,0.0
9011,A,A,A,0,17,60,1,0.016666666666666666
9012,B,B,A,1,2,4,0,0.0
9013,B,A,A,1,2,4,0,0.0
9014,A,B,A,0,14,52,2,0.038461538461538464
9015,A,B,A,0,4,23,2,0.08695652173913043
9016,B,B,A,1,4,3,0,0.0
9017,A,B,A,0,15,67,1,0.014925373134328358
9018,A,A,A,0,13,51,0,0.0
9019,A,A,A,0,2,3,0,0.0
9020,B,B,A,1,3,5,0,0.0
9021,B,B,A,1,4,8,0,0.0
9022,B,B,A,1,4,5,0,0.0
9023,A,A,B,0,14,61,0,0.0
9024,A,B,B,0,2,8,0,0.0
9025,A,A,A,0,13,49,0,0.0
9026,B,A,B,1,2,7,0,0.0
9027,B,B,B,1,3,6,0,0.0
9028,B,A,B,1,4,6,0,0.0
9029,A,B,B,0,16,57,3,0.05263157894736842
9030,A,B,A,0,14,49,0,0.0
9031,A,B,B,0,6,20,6,0.3
9032,A,B,A,0,13,45,0,0.0
9033,A,A,B,0,4,18,1,0.05555555555555555
9034,B,B,B,1,5,7,0,0.0
9035,B,A,A,1,2,4,0,0.0
9036,B,A,B,1,4,10,0,0.0
9037,A,B,B,0,8,45,1,0.022222222222222223
9038,B,B,B,1,3,4,0,0.0
9039,B,A,B,1,3,7,0,0.0
9040,B,A,B,1,4,6,0,0.0
9041,A,B,B,0,12,46,2,0.043478260869565216
9042,A,B,A,0,6,27,3,0.1111111111111111
9043,A,A,A,0,5,41,0,0.0
9044,B,A,A,1,2,6,0,0.0
9045,B,A,B,1,15,48,0,0.0
9046,A,B,B,0,12,45,0,0.0
9047,B,B,B,1,6,47,0,0.0
9048,B,B,A,1,15,53,0,0.0
9049,A,B,A,0,12,46,0,0.0
9050,B,A,A,1,4,7,0,0.0
9051,B,A,B,1,16,61,0,0.0
9052,A,B,B,0,2,7,0,0.0
9053,A,B,B,0,10,56,0,0.0
9054,B,B,B,1,11,43,2,0.046511627906976744
9055,A,A,A,0,14,48,1,0.020833333333333332
9056,B,A,B,1,3,5,0,0.0
9057,B,B,B,1,4,7,0,0.0
9058,A,B,A,0,5,17,1,0.058823529411764705
9059,A,A,B,0,7,46,0,0.0
9060,B,A,A,1,3,7,1,0.14285714285714285
9061,A,A,B,0,9,23,5,0.21739130434782608
9062,B,B,B,1,4,10,0,0.0
9063,A,A,B,0,6,27,3,0.1111111111111111
9064,A,B,A,0,10,49,1,0.02040816326530612
9065,B,A,B,1,11,48,1,0.020833333333333332
9066,A,B,B,0,13,67,2,0.029850746268656716
9067,B,B,A,1,3,7,0,0.0
9068,B,A,A,1,2,5,0,0.0
9069,B,B,B,1,11,44,1,0.022727272727272728
9070,B,A,A,1,17,57,2,0.03508771929824561
9071,B,B,A,1,13,50,0,0.0
9072,A,B,B,0,13,57,1,0.017543859649122806
9073,A,B,A,0,15,53,2,0.03773584905660377
9074,B,B,A,1,2,6,0,0.0
9075,A,B,A,0,16,58,1,0.017241379310344827
9076,A,A,B,0,10,57,0,0.0
9077,A,A,A,0,2,7,0,0.0
9078,B,A,A,1,3,2,0,0.0
9079,B,A,A,1,9,55,0,0.0
9080,A,A,A,0,14,43,0,0.0
9081,A,B,A,0,14,49,1,0.02040816326530612
9082,A,B,B,0,17,65,0,0.0
9083,A,A,A,0,4,19,1,0.05263157894736842
9084,B,A,B,1,2,4,0,0.0
9085,A,A,A,0,8,51,1,0.0196078431372549
9086,B,B,A,1,8,49,0,0.0
9087,B,A,A,1,4,7,0,0.0
9088,B,B,B,1,2,3,0,0.0
9089,A,A,A,0,8,44,0,0.0
9090,B,A,A,1,3,5,0,0.0
9091,B,B,A,1,3,2,0,0.0
9092,A,B,A,0,16,52,0,0.0
9093,A,B,A,0,10,50,0,0.0
9094,B,A,A,1,4,4,0,0.0
9095,A,B,B,0,12,59,2,0.03389830508474576
9096,A,B,A,0,5,13,2,0.15384615384615385
9097,B,B,B,1,5,6,0,0.0
9098,A,B,A,0,12,61,0,0.0
9099,B,B,A,1,2,5,0,0.0
9100,B,B,B,1,12,56,1,0.017857142857142856
9101,B,B,B,1,2,4,0,0.0
9102,B,B,A,1,3,4,0,0.0
9103,B,B,B,1,3,4,0,0.0
9104,B,B,A,1,15,54,0,0.0
9105,A,B,B,0,15,53,0,0.0
9106,B,B,B,1,9,47,1,0.02127659574468085
9107,B,B,B,1,11,47,1,0.02127659574468085
9108,A,A,B,0,3,6,0,0.0
9109,A,B,B,0,11,60,0,0.0
9110,B,B,A,1,3,5,0,0.0
9111,A,A,A,0,3,15,2,0.13333333333333333
9112,B,A,B,1,3,7,0,0.0
9113,B,A,B,1,3,4,0,0.0
9114,B,A,B,0,6,26,3,0.11538461538461539
9115,A,A,A,0,10,40,0,0.0
9116,A,B,B,0,12,43,1,0.023255813953488372
9117,B,B,A,1,2,7,0,0.0
9118,A,B,A,0,16,61,0,0.0
9119,B,B,B,1,13,55,1,0.01818181818181818
9120,B,A,B,1,5,8,0,0.0
9121,B,B,B,1,2,5,0,0.0
9122,A,B,A,0,2,2,0,0.0
9123,A,B,B,0,3,4,0,0.0
9124,B,B,A,1,3,11,0,0.0
9125,A,A,B,0,2,4,0,0.0
9126,B,A,B,1,4,4,0,0.0
9127,B,B,A,1,3,4,0,0.0
9128,A,B,A,0,12,56,0,0.0
9129,A,A,A,0,3,3,0,0.0
9130,B,A,A,1,3,10,0,0.0
9131,B,B,A,1,4,4,0,0.0
9132,B,B,B,1,10,52,0,0.0
9133,B,B,B,1,11,45,1,0.022222222222222223
9134,B,A,B,0,3,4,0,0.0
9135,B,A,A,1,9,49,1,0.02040816326530612
9136,A,A,B,0,14,57,0,0.0
9137,B,B,A,1,12,57,1,0.017543859649122806
9138,B,B,B,1,2,5,0,0.0
9139,A,A,B,0,4,4,0,0.0
9140,B,B,A,1,2,4,0,0.0
9141,A,A,A,0,8,21,2,0.09523809523809523
9142,A,A,B,0,9,42,0,0.0
9143,B,B,B,1,9,53,1,0.018867924528301886
9144,B,B,A,1,3,5,0,0.0
9145,A,A,A,0,10,44,1,0.022727272727272728
9146,A,A,B,0,14,60,0,0.0
9147,B,B,B,1,2,3,0,0.0
9148,A,B,A,0,3,4,0,0.0
9149,A,B,B,0,13,44,1,0.022727272727272728
9150,B,A,B,1,3,3,0,0.0
9151,B,A,A,1,2,3,0,0.0
9152,B,B,B,1,3,2,0,0.0
9153,A,B,A,0,8,47,0,0.0
9154,B,A,A,1,11,52,0,0.0
9155,A,B,A,0,3,5,0,0.0
9156,B,A,B,1,2,6,0,0.0
9157,A,A,A,0,11,51,1,0.0196078431372549
9158,A,A,A,0,16,57,2,0.03508771929824561
9159,A,A,B,0,15,52,0,0.0
9160,A,A,B,0,9,56,0,0.0
9161,A,A,B,0,3,7,0,0.0
9162,B,B,A,1,3,6,0,0.0
9163,B,B,B,1,3,7,0,0.0
9164,B,A,A,1,3,3,0,0.0
9165,B,B,A,1,3,3,0,0.0
9166,A,B,B,0,11,51,0,0.0
9167,B,A,A,1,4,3,0,0.0
9168,B,A,A,1,4,5,0,0.0
9169,B,A,B,1,4,7,0,0.0
9170,A,B,A,0,10,51,0,0.0
9171,A,A,A,0,11,34,5,0.14705882352941177
9172,B,A,A,1,3,10,0,0.0
9173,A,A,B,0,8,29,0,0.0
9174,A,B,B,0,7,50,1,0.02
9175,B,A,A,1,5,5,0,0.0
9176,A,B,A,0,3,5,0,0.0
9177,A,B,A,0,12,56,0,0.0
9178,A,A,A,0,13,43,0,0.0
9179,A,A,B,0,7,43,1,0.023255813953488372
9180,B,A,A,1,2,3,0,0.0
9181,A,B,B,0,16,52,1,0.019230769230769232
9182,A,A,A,0,8,48,0,0.0
9183,A,B,A,0,15,57,0,0.0
9184,B,A,A,1,2,2,0,0.0
9185,B,B,A,1,5,8,0,0.0
9186,A,B,B,0,8,54,2,0.037037037037037035
9187,B,A,B,1,16,50,2,0.04
9188,B,A,B,1,4,4,0,0.0
9189,A,A,A,0,16,56,0,0.0
9190,A,A,A,0,13,54,0,0.0
9191,B,A,B,0,4,21,3,0.14285714285714285
9192,A,B,A,0,15,59,0,0.0
9193,B,A,B,1,11,47,0,0.0
9194,A,A,A,0,7,17,1,0.058823529411764705
9195,A,B,B,0,14,53,0,0.0
9196,B,B,B,1,3,3,0,0.0
9197,A,B,A,0,16,54,1,0.018518518518518517
9198,B,B,A,1,4,5,0,0.0
9199,B,A,A,1,5,6,0,0.0
9200,B,A,A,1,2,3,0,0.0
9201,A,A,A,0,3,3,0,0.0
9202,B,A,A,1,6,57,1,0.017543859649122806
9203,A,B,B,0,5,31,3,0.0967741935483871
9204,B,B,B,1,2,3,0,0.0
9205,B,B,A,1,11,54,2,0.037037037037037035
9206,A,B,A,0,11,55,0,0.0
9207,B,B,B,1,2,4,0,0.0
9208,A,A,A,0,15,47,0,0.0
9209,B,A,B,1,2,7,0,0.0
9210,B,B,A,1,2,5,0,0.0
9211,B,A,B,1,4,7,0,0.0
9212,B,A,B,1,2,3,0,0.0
9213,B,A,B,1,2,4,0,0.0
9214,B,B,B,1,11,58,0,0.0
9215,B,A,A,1,3,3,0,0.0
9216,A,A,B,0,3,3,0,0.0
9217,A,B,A,0,14,60,0,0.0
9218,B,B,B,1,3,2,0,0.0
9219,B,B,A,1,2,4,0,0.0
9220,A,B,A,0,7,22,1,0.045454545454545456
9221,A,A,B,0,14,58,1,0.017241379310344827
9222,A,B,A,0,3,7,0,0.0
9223,A,A,A,0,11,52,1,0.019230769230769232
9224,A,A,B,0,11,24,1,0.041666666666666664
9225,B,B,A,1,4,4,0,0.0
9226,B,A,A,1,16,59,2,0.03389830508474576
9227,A,A,A,0,8,46,1,0.021739130434782608
9228,B,B,B,1,2,5,0,0.0
9229,B,B,A,1,9,50,2,0.04
9230,A,B,B,0,10,56,0,0.0
9231,B,A,B,1,2,3,0,0.0
9232,B,A,A,1,3,5,0,0.0
9233,B,A,A,1,2,3,0,0.0
9234,B,B,A,1,13,58,1,0.017241379310344827
9235,A,A,B,0,3,7,0,0.0
9236,B,A,B,1,2,3,0,0.0
9237,B,A,A,1,3,6,0,0.0
9238,A,A,B,0,13,55,1,0.01818181818181818
9239,B,A,A,0,11,67,2,0.029850746268656716
9240,B,B,B,1,2,5,0,0.0
9241,B,B,B,1,5,9,0,0.0
9242,B,A,B,1,3,7,0,0.0
9243,B,A,B,1,3,4,0,0.0
9244,A,B,A,0,19,63,1,0.015873015873015872
9245,B,B,B,1,17,71,0,0.0
9246,A,B,A,0,8,50,0,0.0
9247,A,B,B,0,12,50,1,0.02
9248,A,A,B,0,16,54,0,0.0
9249,A,B,A,0,6,40,1,0.025
9250,B,A,B,1,11,53,1,0.018867924528301886
9251,B,A,A,1,14,60,0,0.0
9252,A,A,B,0,18,66,1,0.015151515151515152
9253,B,B,A,1,15,49,1,0.02040816326530612
9254,B,A,B,1,4,6,0,0.0
9255,A,A,A,0,2,5,0,0.0
9256,A,B,A,0,9,59,0,0.0
9257,A,A,B,0,6,41,0,0.0
9258,A,B,B,0,9,35,0,0.0
9259,A,B,A,0,9,55,1,0.01818181818181818
9260,A,B,A,0,3,5,0,0.0
9261,B,B,A,1,2,5,0,0.0
9262,A,A,B,0,6,45,2,0.044444444444444446
9263,A,A,A,0,6,15,2,0.13333333333333333
9264,B,A,B,1,3,4,0,0.0
9265,B,A,B,1,2,4,0,0.0
9266,B,B,A,1,10,55,1,0.01818181818181818
9267,A,A,B,0,7,51,1,0.0196078431372549
9268,A,B,A,0,5,22,1,0.045454545454545456
9269,A,B,A,0,11,44,1,0.022727272727272728
9270,B,A,A,1,3,4,0,0.0
9271,B,B,B,1,2,5,0,0.0
9272,A,B,A,0,15,56,0,0.0
9273,A,A,B,0,11,61,1,0.01639344262295082
9274,B,A,A,1,3,4,0,0.0
9275,B,A,A,1,3,3,0,0.0
9276,B,A,B,1,4,6,0,0.0
9277,A,B,B,0,9,43,0,0.0
9278,A,B,B,0,9,53,1,0.018867924528301886
9279,A,A,A,0,14,49,1,0.02040816326530612
9280,B,B,A,1,4,6,0,0.0
9281,A,A,B,0,7,18,2,0.1111111111111111
9282,A,B,B,0,7,25,4,0.16
9283,A,A,A,0,14,68,0,0.0
9284,A,A,B,0,17,52,1,0.019230769230769232
9285,A,B,A,0,5,20,4,0.2
9286,A,B,B,0,19,55,1,0.01818181818181818
9287,A,A,A,0,16,64,0,0.0
9288,A,A,B,0,12,50,0,0.0
9289,B,B,B,1,12,67,0,0.0
9290,A,B,A,0,17,57,0,0.0
9291,B,A,B,1,10,52,0,0.0
9292,A,B,B,0,20,65,4,0.06153846153846154
9293,B,B,B,1,13,48,2,0.041666666666666664
9294,B,A,A,1,3,4,0,0.0
9295,A,B,A,0,7,43,0,0.0
9296,B,A,A,1,17,52,1,0.019230769230769232
9297,B,B,A,1,2,5,0,0.0
9298,B,B,A,1,8,44,0,0.0
9299,A,A,B,0,12,60,0,0.0
9300,A,B,A,0,6,23,4,0.17391304347826086
9301,B,B,B,1,10,43,0,0.0
9302,A,B,B,0,17,58,0,0.0
9303,A,B,B,0,2,2,0,0.0
9304,A,B,B,0,17,68,0,0.0
9305,A,B,A,0,7,26,8,0.3076923076923077
9306,A,B,A,0,12,55,0,0.0
9307,A,A,A,0,12,60,1,0.016666666666666666
9308,A,B,B,0,14,49,3,0.061224489795918366
9309,B,A,A,1,2,5,0,0.0
9310,A,B,B,0,7,23,4,0.17391304347826086
9311,B,A,B,1,2,5,0,0.0
9312,A,A,B,0,7,35,0,0.0
9313,B,A,A,1,14,63,2,0.031746031746031744
9314,A,A,B,0,10,44,1,0.022727272727272728
9315,A,B,A,0,11,48,1,0.020833333333333332
9316,B,B,A,0,13,59,0,0.0
9317,A,A,A,0,18,61,0,0.0
9318,A,A,A,0,5,16,0,0.0
9319,A,A,A,0,6,8,0,0.0
9320,B,B,B,1,4,5,0,0.0
9321,B,A,B,1,4,5,0,0.0
9322,B,B,B,1,3,7,0,0.0
9323,A,A,B,0,5,27,0,0.0
9324,A,B,A,0,14,54,0,0.0
9325,A,B,B,0,18,57,0,0.0
9326,A,B,B,0,12,50,1,0.02
9327,B,A,B,1,2,3,0,0.0
9328,B,B,A,1,2,4,0,0.0
9329,B,A,A,1,11,55,1,0.01818181818181818
9330,A,B,A,0,3,4,0,0.0
9331,A,B,B,0,4,4,0,0.0
9332,B,A,A,1,3,5,0,0.0
9333,B,A,A,1,3,5,0,0.0
9334,A,B,B,0,17,44,0,0.0
9335,A,B,B,0,9,20,1,0.05
9336,A,A,A,0,2,2,0,0.0
9337,B,B,B,1,3,6,0,0.0
9338,B,A,A,1,9,56,1,0.017857142857142856
9339,B,A,A,1,12,52,1,0.019230769230769232
9340,B,B,B,1,2,7,0,0.0
9341,A,A,B,0,12,66,0,0.0
9342,A,A,B,0,9,21,1,0.047619047619047616
9343,B,B,A,1,3,4,0,0.0
9344,B,B,A,1,5,22,2,0.09090909090909091
9345,B,A,B,1,13,48,0,0.0
9346,B,A,B,1,9,38,0,0.0
9347,A,A,A,0,4,16,0,0.0
9348,B,A,A,1,9,51,0,0.0
9349,A,B,A,0,14,54,2,0.037037037037037035
9350,A,B,B,0,14,47,0,0.0
9351,B,A,B,1,3,4,0,0.0
9352,B,A,A,1,3,6,0,0.0
9353,B,A,A,1,3,5,0,0.0
9354,A,A,A,0,3,5,0,0.0
9355,A,A,B,0,11,38,0,0.0
9356,A,A,A,0,10,49,0,0.0
9357,B,B,A,1,16,41,0,0.0
9358,B,B,A,1,12,56,0,0.0
9359,B,A,B,1,18,58,1,0.017241379310344827
9360,A,B,A,0,12,54,0,0.0
9361,B,A,A,1,18,60,1,0.016666666666666666
9362,B,A,A,1,8,58,0,0.0
9363,B,B,A,1,10,55,2,0.03636363636363636
9364,B,B,A,1,3,3,0,0.0
9365,B,A,A,1,12,60,0,0.0
9366,B,A,B,1,6,9,0,0.0
9367,A,A,A,0,16,55,1,0.01818181818181818
9368,A,B,A,0,10,58,0,0.0
9369,A,A,B,0,14,59,1,0.01694915254237288
9370,A,B,A,0,3,7,0,0.0
9371,B,A,A,1,4,6,0,0.0
9372,B,A,B,1,3,6,0,0.0
9373,A,A,A,0,15,57,1,0.017543859649122806
9374,B,A,B,1,4,9,0,0.0
9375,B,A,B,1,14,58,1,0.017241379310344827
9376,B,A,B,1,2,5,0,0.0
9377,A,A,A,0,18,58,0,0.0
9378,B,B,B,1,2,4,0,0.0
9379,B,B,A,1,6,60,1,0.016666666666666666
9380,A,A,A,0,7,29,2,0.06896551724137931
9381,B,A,B,1,19,50,0,0.0
9382,A,A,A,0,7,20,2,0.1
9383,B,B,B,1,2,4,0,0.0
9384,A,A,B,0,13,66,0,0.0
9385,B,A,B,1,3,5,0,0.0
9386,A,A,B,0,10,58,0,0.0
9387,B,A,B,1,2,6,0,0.0
9388,A,A,A,0,11,46,0,0.0
9389,B,A,A,1,4,5,0,0.0
9390,A,B,B,0,9,45,0,0.0
9391,A,B,A,0,5,19,1,0.05263157894736842
9392,B,B,B,1,7,38,0,0.0
9393,B,A,B,1,8,56,1,0.017857142857142856
9394,B,B,B,1,9,42,1,0.023809523809523808
9395,A,B,A,0,11,52,1,0.019230769230769232
9396,A,B,B,0,7,52,0,0.0
9397,A,B,B,0,13,48,0,0.0
9398,A,B,B,0,14,56,0,0.0
9399,B,A,A,1,3,4,0,0.0
9400,B,A,A,1,2,5,0,0.0
9401,B,B,A,1,4,5,0,0.0
9402,A,A,A,0,13,44,0,0.0
9403,B,B,A,1,3,5,0,0.0
9404,A,B,A,0,12,45,0,0.0
9405,A,B,A,0,21,73,2,0.0273972602739726
9406,B,A,A,1,2,4,0,0.0
9407,B,B,A,1,3,7,0,0.0
9408,B,A,B,1,4,7,0,0.0
9409,B,A,B,1,17,64,1,0.015625
9410,A,A,B,0,15,45,0,0.0
9411,B,A,B,1,2,4,0,0.0
9412,A,B,B,0,3,5,0,0.0
9413,A,B,B,0,3,3,0,0.0
9414,B,A,B,1,4,9,0,0.0
9415,A,A,A,0,7,25,4,0.16
9416,B,B,A,0,12,51,0,0.0
9417,B,A,A,1,4,3,0,0.0
9418,B,B,B,1,3,5,0,0.0
9419,B,B,A,1,4,4,0,0.0
9420,B,A,A,1,8,51,1,0.0196078431372549
9421,A,B,B,0,3,22,3,0.13636363636363635
9422,B,B,B,1,9,44,1,0.022727272727272728
9423,A,A,B,0,3,6,0,0.0
9424,B,B,A,1,2,6,0,0.0
9425,A,B,A,0,8,26,6,0.23076923076923078
9426,A,B,A,0,13,54,1,0.018518518518518517
9427,A,B,A,0,5,4,0,0.0
9428,A,A,B,0,6,21,1,0.047619047619047616
9429,B,B,A,0,12,58,1,0.017241379310344827
9430,B,A,B,1,14,51,0,0.0
9431,B,B,B,1,2,4,0,0.0
9432,A,B,B,0,6,23,2,0.08695652173913043
9433,A,A,A,0,5,16,3,0.1875
9434,A,A,A,0,2,4,0,0.0
9435,B,A,B,1,3,3,0,0.0
9436,A,B,A,0,10,28,8,0.2857142857142857
9437,A,A,A,0,10,48,0,0.0
9438,B,B,B,1,2,2,0,0.0
9439,A,B,B,0,18,76,1,0.013157894736842105
9440,B,B,B,1,4,6,0,0.0
9441,A,A,B,0,10,43,0,0.0
9442,A,A,A,0,2,3,0,0.0
9443,B,A,A,1,4,2,0,0.0
9444,A,B,A,0,9,29,4,0.13793103448275862
9445,B,A,A,1,4,3,0,0.0
9446,B,A,B,1,9,42,0,0.0
9447,B,B,B,1,4,4,0,0.0
9448,B,B,B,0,6,21,4,0.19047619047619047
9449,A,A,A,0,6,21,0,0.0
9450,B,B,A,1,2,3,0,0.0
9451,A,A,A,0,5,22,2,0.09090909090909091
9452,A,A,A,0,8,46,0,0.0
9453,B,B,B,1,6,50,1,0.02
9454,A,A,B,0,8,54,0,0.0
9455,A,B,B,0,10,53,3,0.05660377358490566
9456,A,A,B,0,2,4,0,0.0
9457,A,B,B,0,11,49,1,0.02040816326530612
9458,B,B,B,1,2,6,0,0.0
9459,B,B,A,1,3,5,0,0.0
9460,A,A,B,0,14,62,0,0.0
9461,A,A,A,0,9,59,1,0.01694915254237288
9462,A,A,B,0,4,7,0,0.0
9463,A,B,A,0,2,17,3,0.17647058823529413
9464,A,B,A,0,15,57,0,0.0
9465,B,B,A,1,15,62,0,0.0
9466,B,B,A,1,3,5,0,0.0
9467,B,B,B,1,3,6,0,0.0
9468,B,A,A,1,14,64,0,0.0
9469,A,B,A,0,5,17,3,0.17647058823529413
9470,B,A,B,1,5,6,0,0.0
9471,A,A,B,0,6,21,3,0.14285714285714285
9472,B,B,A,1,16,51,0,0.0
9473,B,B,B,1,4,7,0,0.0
9474,B,B,A,0,15,64,1,0.015625
9475,B,A,A,1,3,4,0,0.0
9476,B,B,B,1,13,55,1,0.01818181818181818
9477,B,B,B,1,16,49,1,0.02040816326530612
9478,B,A,B,1,3,3,0,0.0
9479,B,B,B,1,2,4,0,0.0
9480,A,A,B,0,4,7,0,0.0
9481,A,A,A,0,14,59,2,0.03389830508474576
9482,B,A,B,0,12,48,0,0.0
9483,A,A,A,0,12,45,1,0.022222222222222223
9484,B,A,B,1,2,4,0,0.0
9485,B,B,A,1,13,53,0,0.0
9486,B,A,B,1,3,6,0,0.0
9487,B,B,B,1,6,18,1,0.05555555555555555
9488,B,A,A,1,8,45,1,0.022222222222222223
9489,A,B,A,0,12,55,0,0.0
9490,B,B,A,1,3,5,0,0.0
9491,B,A,A,1,3,2,0,0.0
9492,B,A,B,1,5,10,0,0.0
9493,A,B,A,0,21,68,1,0.014705882352941176
9494,A,B,B,0,8,49,2,0.04081632653061224
9495,B,A,A,1,12,49,0,0.0
9496,B,B,A,1,3,6,0,0.0
9497,B,A,B,1,2,5,0,0.0
9498,A,B,B,0,13,54,1,0.018518518518518517
9499,A,B,B,0,7,24,4,0.16666666666666666
9500,B,B,A,1,12,56,1,0.017857142857142856
9501,A,B,A,0,17,52,0,0.0
9502,A,A,A,0,6,26,4,0.15384615384615385
9503,B,B,A,1,2,7,0,0.0
9504,B,A,A,1,4,6,0,0.0
9505,B,A,B,1,3,4,0,0.0
9506,A,A,B,0,8,33,1,0.030303030303030304
9507,B,B,A,1,3,6,0,0.0
9508,A,A,A,0,16,56,0,0.0
9509,B,B,A,1,2,6,0,0.0
9510,A,A,B,0,7,23,1,0.043478260869565216
9511,B,B,A,1,15,44,1,0.022727272727272728
9512,A,A,B,0,13,47,0,0.0
9513,B,A,B,1,5,4,0,0.0
9514,B,A,A,0,6,27,2,0.07407407407407407
9515,B,B,B,1,4,8,0,0.0
9516,A,A,B,0,2,5,0,0.0
9517,A,B,A,0,3,43,0,0.0
9518,A,A,A,0,10,26,1,0.038461538461538464
9519,A,A,A,0,9,44,0,0.0
9520,A,A,B,0,2,5,0,0.0
9521,B,A,B,1,5,7,0,0.0
9522,B,B,B,1,9,42,2,0.047619047619047616
9523,B,A,B,1,4,8,0,0.0
9524,B,A,A,1,2,2,0,0.0
9525,B,B,A,1,2,5,0,0.0
9526,A,A,A,0,14,58,1,0.017241379310344827
9527,B,B,A,1,2,5,0,0.0
9528,A,A,B,0,4,5,0,0.0
9529,B,A,A,1,15,54,0,0.0
9530,A,B,A,0,18,67,0,0.0
9531,A,A,A,0,12,52,1,0.019230769230769232
9532,B,B,A,1,2,8,0,0.0
9533,B,B,B,1,14,50,1,0.02
9534,A,A,B,0,16,58,0,0.0
9535,B,A,A,1,4,6,0,0.0
9536,B,A,A,1,3,6,0,0.0
9537,A,B,A,0,2,4,0,0.0
9538,B,A,B,1,2,4,0,0.0
9539,A,B,A,0,6,43,1,0.023255813953488372
9540,A,B,B,0,2,5,0,0.0
9541,B,B,A,1,2,5,0,0.0
9542,B,B,A,1,3,3,0,0.0
9543,A,B,B,0,5,9,0,0.0
9544,B,A,B,1,3,4,0,0.0
9545,B,B,B,1,2,2,0,0.0
9546,A,A,B,0,8,53,0,0.0
9547,B,A,B,1,7,44,0,0.0
9548,B,A,B,1,3,4,0,0.0
9549,B,A,A,1,13,49,1,0.02040816326530612
9550,B,A,A,1,4,6,0,0.0
9551,A,B,A,0,13,44,0,0.0
9552,A,A,B,0,6,29,4,0.13793103448275862
9553,B,A,B,1,3,4,0,0.0
9554,B,A,B,1,9,48,0,0.0
9555,B,B,B,1,12,45,0,0.0
9556,A,B,A,0,5,18,1,0.05555555555555555
9557,A,A,B,0,7,38,1,0.02631578947368421
9558,A,B,B,0,5,19,3,0.15789473684210525
9559,B,A,A,1,3,5,0,0.0
9560,B,A,A,1,2,6,0,0.0
9561,A,A,B,0,10,43,0,0.0
9562,B,B,A,0,10,42,1,0.023809523809523808
9563,B,B,B,1,2,6,0,0.0
9564,B,A,B,1,9,46,0,0.0
9565,B,A,B,1,2,4,0,0.0
9566,B,A,B,1,3,5,0,0.0
9567,B,A,A,0,3,4,0,0.0
9568,B,B,A,1,2,4,0,0.0
9569,B,B,B,1,4,6,0,0.0
9570,B,A,A,1,4,5,0,0.0
9571,B,B,B,1,13,61,0,0.0
9572,B,A,B,1,10,63,0,0.0
9573,B,A,B,1,3,6,0,0.0
9574,B,A,B,1,13,49,1,0.02040816326530612
9575,B,B,A,1,15,50,0,0.0
9576,A,A,A,0,10,52,0,0.0
9577,A,B,A,0,14,55,1,0.01818181818181818
9578,B,B,B,1,11,46,1,0.021739130434782608
9579,A,B,B,0,2,6,0,0.0
9580,B,B,B,1,2,4,0,0.0
9581,A,B,B,0,14,56,0,0.0
9582,B,B,B,1,3,2,0,0.0
9583,A,B,B,0,8,56,2,0.03571428571428571
9584,A,A,B,0,7,48,0,0.0
9585,B,B,A,1,2,5,0,0.0
9586,A,B,A,0,4,6,0,0.0
9587,A,B,A,0,8,60,1,0.016666666666666666
9588,B,A,A,1,3,3,0,0.0
9589,B,B,A,1,3,4,0,0.0
9590,A,A,B,0,3,4,0,0.0
9591,A,B,A,0,11,50,1,0.02
9592,A,B,B,0,9,46,0,0.0
9593,A,B,A,0,13,56,1,0.017857142857142856
9594,A,A,A,0,11,48,0,0.0
9595,B,A,A,1,11,54,1,0.018518518518518517
9596,A,A,A,0,5,7,0,0.0
9597,B,A,A,1,4,6,0,0.0
9598,B,A,A,1,2,3,0,0.0
9599,B,B,A,1,3,5,0,0.0
9600,A,B,B,0,11,53,2,0.03773584905660377
9601,A,A,B,0,4,7,0,0.0
9602,B,B,B,1,3,3,0,0.0
9603,B,B,B,1,2,5,0,0.0
9604,B,B,A,1,2,3,0,0.0
9605,A,B,B,0,14,56,2,0.03571428571428571
9606,B,A,B,1,3,5,0,0.0
9607,B,A,B,1,14,49,1,0.02040816326530612
9608,B,A,A,1,2,7,0,0.0
9609,A,B,B,0,15,52,2,0.038461538461538464
9610,B,B,B,1,3,4,0,0.0
9611,B,A,B,1,5,6,0,0.0
9612,B,A,B,1,9,51,0,0.0
9613,B,B,A,1,7,61,0,0.0
9614,B,A,B,1,3,8,0,0.0
9615,B,B,B,1,5,6,0,0.0
9616,A,A,B,0,8,29,1,0.034482758620689655
9617,A,B,A,0,12,56,1,0.017857142857142856
9618,A,B,A,0,2,6,0,0.0
9619,A,B,A,0,6,52,0,0.0
9620,B,B,B,1,11,52,1,0.019230769230769232
9621,A,B,A,0,12,56,0,0.0
9622,B,B,B,1,14,58,0,0.0
9623,A,A,A,0,9,47,0,0.0
9624,B,A,B,1,4,7,0,0.0
9625,A,A,B,0,3,2,0,0.0
9626,B,B,B,0,14,56,0,0.0
9627,B,A,B,1,3,3,0,0.0
9628,A,B,B,0,20,57,0,0.0
9629,A,B,B,0,3,5,0,0.0
9630,A,B,A,0,10,47,0,0.0
9631,B,A,B,1,13,64,0,0.0
9632,A,A,A,0,13,52,0,0.0
